TITLE,ID,CONTENT_ID,IMAGE_URL,CREATE_TIMESTAMP,IMPRESSIONS,CLICKS,CLICKTHROUGH_RATE_PERCENT,UNIQUE_IMPRESSIONS,UNIQUE_CLICKS,UNIQUE_CLICKTHROUGH_RATE_PERCENT,EXPOSURE_RATING,UTILITY_RATING,date
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,4,0,0,4,0,0,1,0,4/5/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,16,0,0,5,0,0,3.2,0,4/6/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,3,1,33.33,3,1,33.33,1,1,4/7/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,9,0,0,3,0,0,3,0,4/8/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,2,0,0,1,0,0,2,0,4/9/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,5,0,0,3,0,0,1.67,0,4/10/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,14,1,7.14,6,1,16.67,2.33,1,4/11/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,5,0,0,4,0,0,1.25,0,4/12/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,5,0,0,3,0,0,1.67,0,4/13/2024
ARENA BOXOFFICE,ARENA_BOXOFFICE|342801|ARENA_BOXOFFICE|339377,WNBA CON || ARENA BOXOFFICE || 1702928547.1338143,https://cmscdnus.yinzcam.com/Toolbox/CardImage/WNBA_CON/Arena_08BoxOffice.png,45:31:00,12,1,8.33,6,1,16.67,2,1,4/14/2024
